year,det_facility,city,state,count,det_facility,year,count
2014,LAS COLINAS WOMEN DET FAC,SANTEE,CALIFORNIA,5,LAS COLINAS WOMEN DET FAC,2014,20
2014,LAS VEGAS CITY JAIL,LAS VEGAS,NEVADA,9,LAS VEGAS CITY JAIL,2014,89
2014,LEA COUNTY JAIL,LOVINGTON,NEW MEXICO,4,LEA COUNTY JAIL,2014,3
2014,LEE COUNTY JAIL,FORT MYERS,FLORIDA,3,LEE COUNTY JAIL,2014,91
2014,"LEHIGH COUNTY JAIL, PA",ALLENTOWN,PENNSYLVANIA,2,"LEHIGH COUNTY JAIL, PA",2014,16
2014,LEON COUNTY JAIL,TALLAHASSEE,FLORIDA,3,LEON COUNTY JAIL,2014,20
2014,LEWIS COUNTY JAIL,CHEHALIS,WASHINGTON,5,LEWIS COUNTY JAIL,2014,14
2014,LINN CO JAIL,ALBANY,OREGON,2,LINN CO JAIL,2014,13
2014,LODI POLICE DEPT.,LODI,CALIFORNIA,15,LODI POLICE DEPT.,2014,8
2014,LOGAN COUNTY JAIL,STERLING,COLORADO,2,LOGAN COUNTY JAIL,2014,1
2014,LOMPOC POLICE DEPT.,LOMPOC,CALIFORNIA,3,LOMPOC POLICE DEPT.,2014,3
2014,LOMPOC USP,LOMPOC,CALIFORNIA,1,LOMPOC USP,2014,201
2014,LONG BEACH CITY JAIL,LONG BEACH,CALIFORNIA,8,LONG BEACH CITY JAIL,2014,38
2014,LOS ALAMITOS POLICE DEPT.,LOS ALAMITOS,CALIFORNIA,1,LOS ALAMITOS POLICE DEPT.,2014,1
2014,LOS ALAMOS COUNTY DET. CENTER,LOS ALAMOS,NEW MEXICO,2,LOS ALAMOS COUNTY DET. CENTER,2014,2
2014,LOS ANGELES CITY JAIL,LOS ANGELES,CALIFORNIA,89,LOS ANGELES CITY JAIL,2014,206
2014,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,778,LOS ANGELES COUNTY JAIL-TWIN TOWER,2014,1051
2014,LOS ANGELES POLICE PD 77TH DIV.,LOS ANGELES,CALIFORNIA,22,LOS ANGELES POLICE PD 77TH DIV.,2014,21
2014,LOS CUST CASE,LOS ANGELES,CALIFORNIA,46,LOS CUST CASE,2014,47
2014,LOS FRESNOS POLICE DEPT.,LOS FRESNOS,TEXAS,1,LOS FRESNOS POLICE DEPT.,2014,10
2014,LYNNWOOD CITY JAIL,LYNNWOOD,WASHINGTON,1,LYNNWOOD CITY JAIL,2014,5
2014,LYON COUNTY JAIL,MARSHALL,MINNESOTA,1,LYON COUNTY JAIL,2014,10
2014,MADERA CO DEPT OF CORRECT,MADERA,CALIFORNIA,15,MADERA CO DEPT OF CORRECT,2014,61
2014,MADISON COUNTY JAIL,HUNTSVILLE,ALABAMA,2,MADISON COUNTY JAIL,2014,26
2014,MADISON COUNTY JAIL,JACKSON,TENNESSEE,1,MADISON COUNTY JAIL,2014,26
2014,MAHONING COUNTY JAIL,YOUNGSTOWN,OHIO,3,MAHONING COUNTY JAIL,2014,1
2014,MALHEUR COUNTY JAIL,VALE,OREGON,7,MALHEUR COUNTY JAIL,2014,5
2014,MANATEE COUNTY DETENTION-ANNEX,PALMETTO,FLORIDA,3,MANATEE COUNTY DETENTION-ANNEX,2014,31
2014,MANCHESTER FED CORR INSTR,MANCHESTER,KENTUCKY,3,MANCHESTER FED CORR INSTR,2014,33
2014,MANHATAN BEACH POLICE DEPT.,MANHATTAN BEACH,CALIFORNIA,1,MANHATAN BEACH POLICE DEPT.,2014,2
2014,MANHATTAN CENTRAL BOOKING,MANHATTAN,NEW YORK,106,MANHATTAN CENTRAL BOOKING,2014,175
2014,MANITOWOC COUNTY JAIL,MANITOWOC,WISCONSIN,1,MANITOWOC COUNTY JAIL,2014,4
2014,MANSON YOUTH INST,CHESHIRE,CONNECTICUT,1,MANSON YOUTH INST,2014,3
2014,MARICOPA COUNTY JAIL,PHOENIX,ARIZONA,1,MARICOPA COUNTY JAIL,2014,2363
2014,MARIN CO. JAIL,SAN RAFAEL,CALIFORNIA,43,MARIN CO. JAIL,2014,31
2014,MARION CO JAIL,SALEM,OREGON,18,MARION CO JAIL,2014,63
2014,MARION COUNTY JAIL,KNOXVILLE,IOWA,1,MARION COUNTY JAIL,2014,107
2014,MARION COUNTY JAIL,OCALA,FLORIDA,3,MARION COUNTY JAIL,2014,107
2014,MARYSVILLE CITY JAIL,MARYSVILLE,WASHINGTON,1,MARYSVILLE CITY JAIL,2014,4
2014,MASON COUNTY JAIL,SHELTON,WASHINGTON,11,MASON COUNTY JAIL,2014,14
2014,"MCRAE CORRECTIONAL FACILITY, CCA",MCRAE,GEORGIA,1,"MCRAE CORRECTIONAL FACILITY, CCA",2014,77
2014,MEADE COUNTY JAIL,MEADE,KANSAS,1,MEADE COUNTY JAIL,2014,1
2014,MECKLENBURG COUNTY JAIL CENTRAL,CHARLOTTE,NORTH CAROLINA,1,MECKLENBURG COUNTY JAIL CENTRAL,2014,304
2014,MEMPHIS FED.CORR.INST.,MEMPHIS,TENNESSEE,2,MEMPHIS FED.CORR.INST.,2014,18
2014,MENDOCINO COUNTY JAIL,UKIAH,CALIFORNIA,5,MENDOCINO COUNTY JAIL,2014,8
2014,MERCED COUNTY JAIL,MERCED,CALIFORNIA,25,MERCED COUNTY JAIL,2014,36
2014,MERCER COUNTY JAIL,TRENTON,NEW JERSEY,4,MERCER COUNTY JAIL,2014,25
2014,MESA COUNTY JAIL,GRAND JUNCTION,COLORADO,3,MESA COUNTY JAIL,2014,8
2014,METROPOLITAN CORR. SVCS. DEPT.,LOUISVILLE,KENTUCKY,1,METROPOLITAN CORR. SVCS. DEPT.,2014,6
2014,METROPOLITAN DETENTION CENTER,ALBUQUERQUE,NEW MEXICO,17,METROPOLITAN DETENTION CENTER,2014,44
2014,MIAMI COUNTY JAIL,TROY,OHIO,5,MIAMI COUNTY JAIL,2014,2
2014,MIAMI FED.DET.CENTER,MIAMI,FLORIDA,1,MIAMI FED.DET.CENTER,2014,40
2014,MIDDLESEX COUNTY JAIL,NORTH BRUNSWICK,NEW JERSEY,3,MIDDLESEX COUNTY JAIL,2014,110
2014,MINNEHAHA COUNTY JAIL,SIOUX FALLS,SOUTH DAKOTA,2,MINNEHAHA COUNTY JAIL,2014,24
2014,MOBILE COUNTY JAIL,MOBILE,ALABAMA,1,MOBILE COUNTY JAIL,2014,16
2014,MONMOUTH COUNTY JAIL,FREEHOLD,NEW JERSEY,1,MONMOUTH COUNTY JAIL,2014,122
2014,MONROE COUNTY JAIL,KEY WEST,FLORIDA,4,MONROE COUNTY JAIL,2014,22
2014,MONROVIA POLICE DEPT.,MONROVIA,CALIFORNIA,2,MONROVIA POLICE DEPT.,2014,2
2014,MONTEBELLO POLICE DEPT.,MONTEBELLO,CALIFORNIA,3,MONTEBELLO POLICE DEPT.,2014,11
2014,MONTEREY CO. JAIL,SALINAS,CALIFORNIA,145,MONTEREY CO. JAIL,2014,56
2014,MONTEZUMA COUNTY JAIL,CORTEZ,COLORADO,3,MONTEZUMA COUNTY JAIL,2014,2
2014,MONTGOMERY CITY JAIL,MONTGOMERY,ALABAMA,1,MONTGOMERY CITY JAIL,2014,12
2014,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,1,"MONTGOMERY CNTY JAIL, PA",2014,70
2014,MONTGOMERY COUNTY DET.,ROCKVILLE,MARYLAND,42,MONTGOMERY COUNTY DET.,2014,124
2014,MONTGOMERY COUNTY JAIL,CHRISTIANSBURG,VIRGINIA,2,MONTGOMERY COUNTY JAIL,2014,161
2014,MORGAN COUNTY JAIL,FT. MORGAN,COLORADO,9,MORGAN COUNTY JAIL,2014,12
2014,MORRIS COUNTY JAIL,MORRISTOWN,NEW JERSEY,1,MORRIS COUNTY JAIL,2014,58
2014,MULTNOMAH COUNTY JAIL,PORTLAND,OREGON,51,MULTNOMAH COUNTY JAIL,2014,75
2014,N.C. DEPT OF CORRECTIONS,RALEIGH,NORTH CAROLINA,1,N.C. DEPT OF CORRECTIONS,2014,206
2014,NAPA COUNTYY DEPT OF CORR,NAPA,CALIFORNIA,69,NAPA COUNTYY DEPT OF CORR,2014,13
2014,NASELLE YOUTH CAMP,NASELLE,WASHINGTON,4,NASELLE YOUTH CAMP,2014,2
2014,NASHUA ST. JAIL,BOSTON,MASSACHUSETTS,1,NASHUA ST. JAIL,2014,17
2014,NASSAU CO CORREC CENTER,EAST MEADOW,NEW YORK,4,NASSAU CO CORREC CENTER,2014,319
2014,NASSAU COUNTY JAIL,YULEE,FLORIDA,2,NASSAU COUNTY JAIL,2014,20
2014,NEVADA COUNTY JAIL,NEVADA CITY,CALIFORNIA,4,NEVADA COUNTY JAIL,2014,14
2014,NEVADA COUNTY JAIL,PRESCOTT,ARKANSAS,2,NEVADA COUNTY JAIL,2014,14
2014,NEW HAVEN CORR CENTER,NEW HAVEN,CONNECTICUT,3,NEW HAVEN CORR CENTER,2014,8
2014,NEW YORK MCC,NEW YORK,NEW YORK,1,NEW YORK MCC,2014,13
2014,NOBLE COUNTY JAIL,CALDWELL,OHIO,1,NOBLE COUNTY JAIL,2014,3
2014,NOBLES CO. JAIL,WORTHINGTON,MINNESOTA,1,NOBLES CO. JAIL,2014,34
2014,NORTH LAS VEGAS POLICE DEPT.,NORTH LAS VEGAS,NEVADA,1,NORTH LAS VEGAS POLICE DEPT.,2014,1
2014,NORTHEAST OHIO CORR. FAC.,YOUNGSTOWN,OHIO,1,NORTHEAST OHIO CORR. FAC.,2014,386
2014,NORTHERN OREGON CORR.FAC.,THE DALLES,OREGON,1,NORTHERN OREGON CORR.FAC.,2014,51
2014,NYC POLICE DEPARTMENT,NEW YORK,NEW YORK,4,NYC POLICE DEPARTMENT,2014,33
2014,OAKLAND CITY JAIL,OAKLAND,CALIFORNIA,16,OAKLAND CITY JAIL,2014,2
2014,OCEAN COUNTY JAIL,TOMS RIVER,NEW JERSEY,5,OCEAN COUNTY JAIL,2014,42
2014,OCHILTREE COUNTY SHERIFF,PERRYTON,TEXAS,1,OCHILTREE COUNTY SHERIFF,2014,8
2014,OKALOOSA COUNTY D.O.C.,CRESTVIEW,FLORIDA,7,OKALOOSA COUNTY D.O.C.,2014,51
2014,OKLAHOMA COUNTY JAIL,OKLAHOMA CITY,OKLAHOMA,2,OKLAHOMA COUNTY JAIL,2014,284
2014,OLMSTED CO. JAIL,ROCHESTER,MINNESOTA,4,OLMSTED CO. JAIL,2014,17
2014,OMAHA CORRECTIONAL CENTER,OMAHA,NEBRASKA,1,OMAHA CORRECTIONAL CENTER,2014,1
2014,ORANGE COUNTY JAIL,GOSHEN,NEW YORK,7,ORANGE COUNTY JAIL,2014,565
2014,ORANGE COUNTY JAIL,ORLANDO,FLORIDA,9,ORANGE COUNTY JAIL,2014,565
2014,ORANGE COUNTY JAIL,SANTA ANA,CALIFORNIA,15,ORANGE COUNTY JAIL,2014,565
2014,ORLEANS PARISH SHERIFF,NEW ORLEANS,LOUISIANA,8,ORLEANS PARISH SHERIFF,2014,2
2014,OSCEOLA COUNTY JAIL,KISSIMMEE,FLORIDA,5,OSCEOLA COUNTY JAIL,2014,44
2014,OTERO COUNTY JAIL,LAJUNTA,COLORADO,1,OTERO COUNTY JAIL,2014,2
2014,OTHER-OTHER FACILITY,,,2104,OTHER-OTHER FACILITY,2014,3161
2014,OUTAGAMIE COUNTY JAIL,APPLETON,WISCONSIN,1,OUTAGAMIE COUNTY JAIL,2014,13
2014,PACIFIC COUNTY JAIL,SOUTH BEND,WASHINGTON,2,PACIFIC COUNTY JAIL,2014,3
2014,PALATINE POLICE DEPT.,PALANTINE,ILLINOIS,1,PALATINE POLICE DEPT.,2014,2
2014,PALM BEACH COUNTY JAIL,WEST PALM BEACH,FLORIDA,22,PALM BEACH COUNTY JAIL,2014,193
2014,PARK COUNTY JAIL,FAIRPLAY,COLORADO,1,PARK COUNTY JAIL,2014,3
2014,PASADENA CITY JAIL,PASADENA,CALIFORNIA,2,PASADENA CITY JAIL,2014,7
2014,PASCO COUNTY JAIL,LAND O'LAKES,FLORIDA,1,PASCO COUNTY JAIL,2014,33
2014,PASSAIC COUNTY JAIL,PATERSON,NEW JERSEY,1,PASSAIC COUNTY JAIL,2014,122
2014,"PATRICK J. SULLIVAN, JR DET.FAC.",CENTENNIAL,COLORADO,19,"PATRICK J. SULLIVAN, JR DET.FAC.",2014,21
2014,PHILADELPHIA 15TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,16,PHILADELPHIA 15TH POLICE DIST.,2014,4
2014,PHILADELPHIA 18TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,3,PHILADELPHIA 18TH POLICE DIST.,2014,5
2014,PHILADELPHIA 1ST POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,16,PHILADELPHIA 1ST POLICE DIST.,2014,7
2014,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,10,PHILADELPHIA 25TH POLICE DIST.,2014,3
2014,PHILADELPHIA 35TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,8,PHILADELPHIA 35TH POLICE DIST.,2014,1
2014,PHILADELPHIA 9TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,4,PHILADELPHIA 9TH POLICE DIST.,2014,3
2014,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,72,PHILADELPHIA DETENTION CT,2014,29
2014,PIERCE COUNTY JAIL,TACOMA,WASHINGTON,22,PIERCE COUNTY JAIL,2014,95
2014,PIMA COUNTY JAIL,TUCSON,ARIZONA,3,PIMA COUNTY JAIL,2014,390
2014,PINELLAS COUNTY JAIL,CLEARWATER,FLORIDA,23,PINELLAS COUNTY JAIL,2014,59
2014,PITKIN COUNTY JAIL,ASPEN,COLORADO,1,PITKIN COUNTY JAIL,2014,2
2014,PLACER JAIL,AUBURN,CALIFORNIA,39,PLACER JAIL,2014,7
2014,"PLATTE COUNTY JAIL, NEBR.",COLUMBUS,NEBRASKA,1,"PLATTE COUNTY JAIL, NEBR.",2014,14
2014,POLK COUNTY JAIL,BARTOW,FLORIDA,3,POLK COUNTY JAIL,2014,113
2014,POLK COUNTY JAIL,DES MOINES,IOWA,3,POLK COUNTY JAIL,2014,113
2014,POLLOCK F.C.I.,POLLOCK,LOUISIANA,6,POLLOCK F.C.I.,2014,138
2014,POMONA CITY JAIL,POMONA,CALIFORNIA,2,POMONA CITY JAIL,2014,11
2014,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IOWA,1,POTTAWATTAMIE COUNTY JAIL,2014,6
2014,PRINCE GEORGES CO DET CEN,UPPER MARLBORO,MARYLAND,39,PRINCE GEORGES CO DET CEN,2014,100
2014,PRINCE WILLIAM,MANASSAS,VIRGINIA,1,PRINCE WILLIAM,2014,580
2014,PROWERS COUNTY JAIL,LAMAR,COLORADO,2,PROWERS COUNTY JAIL,2014,4
2014,PUEBLO COUNTY JAIL,PUEBLO,COLORADO,2,PUEBLO COUNTY JAIL,2014,4
2014,PUTNAM COUNTY C.F.,CARMEL,NEW YORK,2,PUTNAM COUNTY C.F.,2014,17
2014,PUYALLUP CITY JAIL,PUYALLUP,WASHINGTON,1,PUYALLUP CITY JAIL,2014,1
2014,QUEEN ANNE CO DET CENTER,CENTREVILLE,MARYLAND,2,QUEEN ANNE CO DET CENTER,2014,19
2014,QUEENS CENTRAL BOOKING,QUEENS,NEW YORK,291,QUEENS CENTRAL BOOKING,2014,316
2014,"RAMSEY ADC ANNEX, SPM",ST PAUL,MINNESOTA,4,"RAMSEY ADC ANNEX, SPM",2014,21
2014,RAMSEY COUNTY JAIL,ST. PAUL,MINNESOTA,3,RAMSEY COUNTY JAIL,2014,26
2014,REDONDO BEACH POLICE DEPT.,REDONDO BEACH,CALIFORNIA,1,REDONDO BEACH POLICE DEPT.,2014,6
2014,REGIONAL JUSTICE CENTER,KENT,WASHINGTON,6,REGIONAL JUSTICE CENTER,2014,5
2014,RICE COUNTY DET CENTER,LYONS,KANSAS,2,RICE COUNTY DET CENTER,2014,1
2014,RICHLAND COUNTY-A S GLENN DET CEN,COLUMBIA,SOUTH CAROLINA,2,RICHLAND COUNTY-A S GLENN DET CEN,2014,18
2014,RICHMOND CENTRAL BOOKING,STATEN ISLAND,NEW YORK,21,RICHMOND CENTRAL BOOKING,2014,23
2014,RICHMOND CITY JAIL,RICHMOND,VIRGINIA,1,RICHMOND CITY JAIL,2014,64
2014,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NEW YORK,492,"RIKERS ISLAND, QUEENS, NY",2014,528
2014,RIO ARRIBA COUNTY DET. CENTER,TIERRA AMARILLA,NEW MEXICO,1,RIO ARRIBA COUNTY DET. CENTER,2014,2
2014,RIVERSIDE COUNTY SHERIFF,RIVERSIDE,CALIFORNIA,114,RIVERSIDE COUNTY SHERIFF,2014,123
2014,ROANOKE CITY JAIL,ROANOKE,VIRGINIA,4,ROANOKE CITY JAIL,2014,9
2014,ROANOKE COUNTY JAIL,SALEM,VIRGINIA,1,ROANOKE COUNTY JAIL,2014,14
2014,ROBESON COUNTY JAIL,LUMBERTON,NORTH CAROLINA,1,ROBESON COUNTY JAIL,2014,20
2014,"ROCKLAND CO JAIL,NEW CITY",NEW CITY,NEW YORK,14,"ROCKLAND CO JAIL,NEW CITY",2014,41
2014,ROUTT COUNTY JAIL,STEAMBOAT SPGS,COLORADO,1,ROUTT COUNTY JAIL,2014,3
2014,RUSSELL COUNTY JAIL,PHENIX CITY,ALABAMA,1,RUSSELL COUNTY JAIL,2014,5
2014,RUTHERFORD COUNTY SHERIFF,MURFREESBORO,TENNESSEE,2,RUTHERFORD COUNTY SHERIFF,2014,33
2014,SAC COUNTY JAIL,SAC CITY,IOWA,27,SAC COUNTY JAIL,2014,35
2014,SACRAMENTO COUNTY JAIL,SACRAMENTO,CALIFORNIA,150,SACRAMENTO COUNTY JAIL,2014,92
2014,SACRAMENTO HOLD,SACRAMENTO,CALIFORNIA,5,SACRAMENTO HOLD,2014,2
2014,SALT LAKE COUNTY JAIL,SALT LAKE CITY,UTAH,1,SALT LAKE COUNTY JAIL,2014,432
2014,SAN ANTONIO DRO HOLD ROOM,SAN ANTONIO,TEXAS,1,SAN ANTONIO DRO HOLD ROOM,2014,2
2014,SAN BENITO COUNTY JAIL,HOLLISTER,CALIFORNIA,6,SAN BENITO COUNTY JAIL,2014,4
2014,SAN BERNADINO HOLD ROOM,SAN BERNADINO,CALIFORNIA,1,SAN BERNADINO HOLD ROOM,2014,5
2014,SAN BERNARDINO CO. JAIL,SAN BERNARDINO,CALIFORNIA,55,SAN BERNARDINO CO. JAIL,2014,75
2014,SAN DIEGO CENTRAL JAIL,SAN DIEGO,CALIFORNIA,75,SAN DIEGO CENTRAL JAIL,2014,33
2014,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,240,SAN DIEGO COUNTY JAIL,2014,330
2014,SAN FERNANDO POLICE DEPT.,SAN FERNANDO,CALIFORNIA,1,SAN FERNANDO POLICE DEPT.,2014,2
2014,SAN FRANCISCO CO JAIL,SAN FRANCISCO,CALIFORNIA,266,SAN FRANCISCO CO JAIL,2014,11
2014,SAN JACINTO COUNTY SHERIFF,COLDSPRING,TEXAS,1,SAN JACINTO COUNTY SHERIFF,2014,2
2014,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,177,SAN JOAQUIN COUNTY JAIL,2014,34
2014,SAN LUIS OBISPO CO JAIL,SAN LUIS OBISPO,CALIFORNIA,2,SAN LUIS OBISPO CO JAIL,2014,47
2014,SAN MATEO CO JAIL,REDWOOD CITY,CALIFORNIA,228,SAN MATEO CO JAIL,2014,37
2014,SAN MIGUEL COUNTY DET CTR,LAS VEGAS,NEW MEXICO,1,SAN MIGUEL COUNTY DET CTR,2014,1
2014,SANDOVAL COUNTY DET CTR,BERNALILLO,NEW MEXICO,1,SANDOVAL COUNTY DET CTR,2014,3
2014,SANTA ANA CITY JAIL,SANTA ANA,CALIFORNIA,1,SANTA ANA CITY JAIL,2014,7
2014,SANTA BARBARA COUNTY JAIL,SANTA BARBARA,CALIFORNIA,275,SANTA BARBARA COUNTY JAIL,2014,37
2014,SANTA CLARA CO JAIL/MEN'S,MILPITAS,CALIFORNIA,82,SANTA CLARA CO JAIL/MEN'S,2014,4
2014,SANTA CLARA CO MAIN JAIL/,SAN JOSE,CALIFORNIA,430,SANTA CLARA CO MAIN JAIL/,2014,19
2014,SANTA CLARA COUNTY JAIL,SAN JOSE,CALIFORNIA,164,SANTA CLARA COUNTY JAIL,2014,12
2014,SANTA CRUZ CO MAIN JAIL,SANTA CRUZ,CALIFORNIA,37,SANTA CRUZ CO MAIN JAIL,2014,21
2014,SANTA FE COUNTY JAIL,SANTA FE,NEW MEXICO,4,SANTA FE COUNTY JAIL,2014,20
2014,SANTA MONICA POLICE DEPT.,SANTA MONICA,CALIFORNIA,2,SANTA MONICA POLICE DEPT.,2014,11
2014,SANTA RITA JAIL,DUBLIN,CALIFORNIA,729,SANTA RITA JAIL,2014,57
2014,SANTA ROSA COUNTY JAIL,MILTON,FLORIDA,2,SANTA ROSA COUNTY JAIL,2014,2
2014,SARASOTA COUNTY JAIL,SARASOTA,FLORIDA,2,SARASOTA COUNTY JAIL,2014,19
2014,SCORE-SOUTH CORRECTIONAL FACILITY,DES MOINES,WASHINGTON,42,SCORE-SOUTH CORRECTIONAL FACILITY,2014,63
2014,SCOTT COUNTY JAIL,SHAKOPEE,MINNESOTA,2,SCOTT COUNTY JAIL,2014,27
2014,SEBASTIAN COUNTY DET CNT,FORT SMITH,ARKANSAS,2,SEBASTIAN COUNTY DET CNT,2014,12
2014,SEDGWICK COUNTY JAIL,WICHITA,KANSAS,11,SEDGWICK COUNTY JAIL,2014,28
2014,SEMINOLE COUNTY JAIL,SANFORD,FLORIDA,1,SEMINOLE COUNTY JAIL,2014,20
2014,SFR HOLD ROOM,SAN FRANCISCO,CALIFORNIA,8,SFR HOLD ROOM,2014,8
2014,SHASTA COUNTY JAIL,REDDING,CALIFORNIA,3,SHASTA COUNTY JAIL,2014,7
2014,SHAWNEE COUNTY DEPT OF CORR.,TOPEKA,KANSAS,1,SHAWNEE COUNTY DEPT OF CORR.,2014,12
2014,SHELBY COUNTY DET CTR,SHELBYVILLE,KENTUCKY,1,SHELBY COUNTY DET CTR,2014,7
2014,SHELBY COUNTY JAIL,COLUMBIANA,ALABAMA,1,SHELBY COUNTY JAIL,2014,7
2014,SHERBURNE COUNTY JAIL,ELK RIVER,MINNESOTA,1,SHERBURNE COUNTY JAIL,2014,6
2014,"SIBLEY COUNTY JAIL, MN",GAYLORD,MINNESOTA,1,"SIBLEY COUNTY JAIL, MN",2014,1
2014,SIOUX COUNTY JAIL,ORANGE CITY,IOWA,6,SIOUX COUNTY JAIL,2014,6
2014,SKAGIT COUNTY JAIL,MOUNT VERNON,WASHINGTON,7,SKAGIT COUNTY JAIL,2014,11
2014,SNOHOMISH COUNTY JAIL,EVERETT,WASHINGTON,43,SNOHOMISH COUNTY JAIL,2014,41
2014,SOLANO CO. DET. FACILITY,FAIRFIELD,CALIFORNIA,35,SOLANO CO. DET. FACILITY,2014,18
2014,SOMERSET COUNTY JAIL,SOMERVILLE,NEW JERSEY,2,SOMERSET COUNTY JAIL,2014,44
2014,SONOMA CO MAIN ADULT DET,SANTA ROSA,CALIFORNIA,183,SONOMA CO MAIN ADULT DET,2014,19
2014,SOUTHWEST DETENTION FACILITY,MURRIETA,CALIFORNIA,6,SOUTHWEST DETENTION FACILITY,2014,8
2014,ST. ANN POLICE DEPT.,ST. ANN,MISSOURI,1,ST. ANN POLICE DEPT.,2014,7
2014,ST. LUCIE COUNTY JAIL,FORT PIERCE,FLORIDA,1,ST. LUCIE COUNTY JAIL,2014,37
2014,ST. MARY'S CO DET CNTR,LEONARDTOWN,MARYLAND,1,ST. MARY'S CO DET CNTR,2014,6
2014,STAMFORD POLICE DEPT.,STAMFORD,CONNECTICUT,6,STAMFORD POLICE DEPT.,2014,7
2014,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,11,STANISLAUS COUNTY JAIL,2014,47
2014,"STATE PRISON, SHELTON",SHELTON,WASHINGTON,2,"STATE PRISON, SHELTON",2014,39
2014,STATEVILLE CORRECTIONS,JOLIET,ILLINOIS,1,STATEVILLE CORRECTIONS,2014,127
2014,STEARNS COUNTY SHERIFF/JAIL,SAINT CLOUD,MINNESOTA,1,STEARNS COUNTY SHERIFF/JAIL,2014,10
2014,STERNS CO. JAIL,ST. CLOUD,MINNESOTA,1,STERNS CO. JAIL,2014,14
2014,SUFFOLK CO.CORREC FAC,RIVERHEAD,NEW YORK,23,SUFFOLK CO.CORREC FAC,2014,334
2014,SUFFOLK HOC SBAY,BOSTON,MASSACHUSETTS,1,SUFFOLK HOC SBAY,2014,25
2014,SULLIVAN COUNTY JAIL,MONTICELLO,NEW YORK,1,SULLIVAN COUNTY JAIL,2014,1
2014,SUMMIT COUNTY JAIL,BRECKENRIDGE,COLORADO,4,SUMMIT COUNTY JAIL,2014,51
2014,SUNNYSIDE JAIL,SUNNYSIDE,WASHINGTON,1,SUNNYSIDE JAIL,2014,40
2014,SUTTER COUNTY JAIL,YUBA,CALIFORNIA,16,SUTTER COUNTY JAIL,2014,18
2014,SUWANNEE COUNTY JAIL,LIVE OAK,FLORIDA,1,SUWANNEE COUNTY JAIL,2014,8
2014,TAFT FED.CORR.INST.,TAFT,CALIFORNIA,3,TAFT FED.CORR.INST.,2014,655
2014,TALBOT COUNTY DET CENTER,EASTON,MARYLAND,2,TALBOT COUNTY DET CENTER,2014,7
2014,TEHAMA COUNTY JAIL,RED BLUFF,CALIFORNIA,1,TEHAMA COUNTY JAIL,2014,7
2014,TETON COUNTY DETENTION CENTER,JACKSON,WYOMING,1,TETON COUNTY DETENTION CENTER,2014,17
2014,THURSTON COUNTY CORRECTIONAL CENTE,OLYMPIA,WASHINGTON,3,THURSTON COUNTY CORRECTIONAL CENTE,2014,3
2014,THURSTON COUNTY JAIL,PENDER,NEBRASKA,1,THURSTON COUNTY JAIL,2014,2
2014,TIFT COUNTY SHERIFF,TIFTON,GEORGIA,1,TIFT COUNTY SHERIFF,2014,7
2014,TILLAMOOK COUNTY JAIL,TILLAMOOK,OREGON,3,TILLAMOOK COUNTY JAIL,2014,4
2014,TODD COUNTY DETENTION CENTER,ELKTON,KENTUCKY,1,TODD COUNTY DETENTION CENTER,2014,1
2014,TRAVIS CTY JAIL,AUSTIN,TEXAS,7,TRAVIS CTY JAIL,2014,898
2014,TREMPEALEAU COUNTY JAIL,WHITEHALL,WISCONSIN,2,TREMPEALEAU COUNTY JAIL,2014,6
2014,TULARE COUNTY JAIL,VISALIA,CALIFORNIA,64,TULARE COUNTY JAIL,2014,132
2014,TURNER GUIFORD KNIGHT (TGK) JAIL,MIAMI,FLORIDA,126,TURNER GUIFORD KNIGHT (TGK) JAIL,2014,9
2014,U.S.P. LEE,PENNINGTON GAP,VIRGINIA,1,U.S.P. LEE,2014,11
2014,ULSTER CO JAIL KINGSTON,KINGSTON,NEW YORK,1,ULSTER CO JAIL KINGSTON,2014,2
2014,UNION COUNTY JAIL,ELIZABETH,NEW JERSEY,3,UNION COUNTY JAIL,2014,129
2014,UNION COUNTY JAIL,MONROE,NORTH CAROLINA,1,UNION COUNTY JAIL,2014,129
2014,"US MARSHAL, ROCHESTER, WDNY",ROCHESTER,NEW YORK,1,"US MARSHAL, ROCHESTER, WDNY",2014,11
2014,US MARSHALS  SDTX,MCALLEN,TEXAS,1,US MARSHALS  SDTX,2014,490
2014,US MARSHALS SERVICE,COLUMBUS,OHIO,3,US MARSHALS SERVICE,2014,73
