year,det_facility,city,state,count,det_facility,year,count
2011,TRAVIS CTY JAIL,AUSTIN,TEXAS,2,TRAVIS CTY JAIL,2011,598
2011,"ULSTER CF, NAPANOCH",NAPANOCH,NEW YORK,1,"ULSTER CF, NAPANOCH",2011,124
2011,UNION COUNTY JAIL,ELIZABETH,NEW JERSEY,2,UNION COUNTY JAIL,2011,455
2011,US MARSHAL - PHOENIX,PHOENIX,ARIZONA,2,US MARSHAL - PHOENIX,2011,1208
2011,US MARSHALS SERVICE,LAS VEGAS,NEVADA,1,US MARSHALS SERVICE,2011,112
2011,US MARSHALS WESTERN DISTRICT,CHARLOTTE,NORTH CAROLINA,1,US MARSHALS WESTERN DISTRICT,2011,75
2011,"US MARSHALS, MINNESOTA",MINNEAPOLIS,MINNESOTA,1,"US MARSHALS, MINNESOTA",2011,22
2011,"US MARSHALS, S. DIST.,TX",LAREDO,TEXAS,1,"US MARSHALS, S. DIST.,TX",2011,150
2011,VENTURA COUNTY JAIL,VENTURA,CALIFORNIA,3,VENTURA COUNTY JAIL,2011,1147
2011,WEBB COUNTY JAIL,LAREDO,TEXAS,1,WEBB COUNTY JAIL,2011,363
2011,WICOMICO CO DET,SALISBURY,MARYLAND,1,WICOMICO CO DET,2011,77
2011,WYOMING C.F.,ATTICA,NEW YORK,1,WYOMING C.F.,2011,11
2010,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,1,"ACI, CRANSTON RI",2010,112
2010,ADAMS COUNTY DET CENTER,NATCHEZ,MISSISSIPPI,1,ADAMS COUNTY DET CENTER,2010,542
2010,ARAPAHOE COUNTY JAIL,CENTENNIAL,COLORADO,1,ARAPAHOE COUNTY JAIL,2010,38
2010,AURORA CITY JAIL,AURORA,COLORADO,1,AURORA CITY JAIL,2010,49
2010,BEAUFORT COUNTY DET CENTER,BEAUFORT,SOUTH CAROLINA,1,BEAUFORT COUNTY DET CENTER,2010,55
2010,BLOOMINGTON POLICE DEPT.,BLOOMINGTON,MINNESOTA,1,BLOOMINGTON POLICE DEPT.,2010,3
2010,BROWARD COUNTY JAIL,FORT LAUDERDALE,FLORIDA,2,BROWARD COUNTY JAIL,2010,939
2010,BROWNSVILLE POLICE DEPT.,BROWNSVILLE,TEXAS,1,BROWNSVILLE POLICE DEPT.,2010,29
2010,BUTNER FED.CORR.INST.,BUTNER,NORTH CAROLINA,1,BUTNER FED.CORR.INST.,2010,203
2010,CALIF. YOUTH AUTHORITY,STOCKTON,CALIFORNIA,1,CALIF. YOUTH AUTHORITY,2010,10
2010,CHARLES COUNTY DET CNTR,LA PLATA,MARYLAND,1,CHARLES COUNTY DET CNTR,2010,11
2010,CLARK COUNTY DET.CENTER,LAS VEGAS,NEVADA,8,CLARK COUNTY DET.CENTER,2010,581
2010,COMAL CTY JAIL,NEW BRAUNFELS,TEXAS,1,COMAL CTY JAIL,2010,31
2010,CONTRA COSTA CO. JAIL,MARTINEZ,CALIFORNIA,1,CONTRA COSTA CO. JAIL,2010,650
2010,COOK COUNTY JAIL,CHICAGO,ILLINOIS,2,COOK COUNTY JAIL,2010,312
2010,D. RAY JAMES PRISON,FOLKSTON,GEORGIA,1,D. RAY JAMES PRISON,2010,21
2010,DADE COUNTY CORRECTIONAL,MIAMI,FLORIDA,4,DADE COUNTY CORRECTIONAL,2010,1701
2010,DANBURY FED.CORR.INST.,DANBURY,CONNECTICUT,2,DANBURY FED.CORR.INST.,2010,159
2010,DELAWARE CO JAIL,THORNTON,PENNSYLVANIA,1,DELAWARE CO JAIL,2010,66
2010,DENVER JUSTICE CENTER,DENVER,COLORADO,2,DENVER JUSTICE CENTER,2010,50
2010,ESCAMBIA COUNTY JAIL,PENSACOLA,FLORIDA,1,ESCAMBIA COUNTY JAIL,2010,22
2010,FDC PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,1,FDC PHILADELPHIA,2010,68
2010,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,1,FRESNO COUNTY JAIL,2010,1221
2010,FULTON COUNTY JAIL,ATLANTA,GEORGIA,1,FULTON COUNTY JAIL,2010,74
2010,GRANT COUNTY,EPHRATA,WASHINGTON,1,GRANT COUNTY,2010,41
2010,HAMPDEN CO.HOUSE OF CORR.,LUDLOW,MASSACHUSETTS,1,HAMPDEN CO.HOUSE OF CORR.,2010,26
2010,HUNTSVILLE STATE P.,HUNTSVILLE,TEXAS,2,HUNTSVILLE STATE P.,2010,4543
2010,INYO COUNTY JAIL,INDEPENDENCE,CALIFORNIA,1,INYO COUNTY JAIL,2010,24
2010,JACKSON CO JAIL,MEDFORD,OREGON,2,JACKSON CO JAIL,2010,26
2010,JASPER COUNTY JAIL,CARTHAGE,MISSOURI,1,JASPER COUNTY JAIL,2010,3
2010,JEFFERSON PARISH COR. CENTER,GRETNA,LOUISIANA,1,JEFFERSON PARISH COR. CENTER,2010,54
2010,LOMPOC USP,LOMPOC,CALIFORNIA,1,LOMPOC USP,2010,671
2010,LONG BEACH CITY JAIL,LONG BEACH,CALIFORNIA,1,LONG BEACH CITY JAIL,2010,158
2010,LOS ANGELES CITY JAIL,LOS ANGELES,CALIFORNIA,1,LOS ANGELES CITY JAIL,2010,1578
2010,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,1,LOS ANGELES COUNTY JAIL-TWIN TOWER,2010,2862
2010,"MCRAE CORRECTIONAL FACILITY, CCA",MCRAE,GEORGIA,1,"MCRAE CORRECTIONAL FACILITY, CCA",2010,1093
2010,MECKLENBURG (NC) CO JAIL,CHARLOTTE,NORTH CAROLINA,1,MECKLENBURG (NC) CO JAIL,2010,1200
2010,MONTGOMERY COUNTY DET.,ROCKVILLE,MARYLAND,1,MONTGOMERY COUNTY DET.,2010,78
2010,NASSAU CO CORREC CENTER,EAST MEADOW,NEW YORK,3,NASSAU CO CORREC CENTER,2010,519
2010,NORTHERN STATE PRISON,NEWARK,NEW JERSEY,1,NORTHERN STATE PRISON,2010,33
2010,OKLAHOMA COUNTY JAIL,OKLAHOMA CITY,OKLAHOMA,1,OKLAHOMA COUNTY JAIL,2010,94
2010,OTHER-OTHER FACILITY,,,3,OTHER-OTHER FACILITY,2010,4959
2010,PHILADELPHIA 18TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,1,PHILADELPHIA 18TH POLICE DIST.,2010,32
2010,PHILADELPHIA 35TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,1,PHILADELPHIA 35TH POLICE DIST.,2010,31
2010,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,1,PHILADELPHIA DETENTION CT,2010,191
2010,PIERCE COUNTY JAIL,TACOMA,WASHINGTON,1,PIERCE COUNTY JAIL,2010,295
2010,PINELLAS COUNTY JAIL,CLEARWATER,FLORIDA,1,PINELLAS COUNTY JAIL,2010,161
2010,POLLOCK F.C.I.,POLLOCK,LOUISIANA,1,POLLOCK F.C.I.,2010,159
2010,QUEEN ANNE CO DET CENTER,CENTREVILLE,MARYLAND,2,QUEEN ANNE CO DET CENTER,2010,24
2010,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NEW YORK,26,"RIKERS ISLAND, QUEENS, NY",2010,2377
2010,RIVERSIDE COUNTY SHERIFF,RIVERSIDE,CALIFORNIA,1,RIVERSIDE COUNTY SHERIFF,2010,684
2010,SAN ANTONIO (CITY OF) MAGISTRATE,SAN ANTONIO,TEXAS,2,SAN ANTONIO (CITY OF) MAGISTRATE,2010,178
2010,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,3,SAN DIEGO COUNTY JAIL,2010,427
2010,SAN FRANCISCO CO JAIL,SAN FRANCISCO,CALIFORNIA,1,SAN FRANCISCO CO JAIL,2010,1282
2010,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,1,SAN JOAQUIN COUNTY JAIL,2010,712
2010,SANTA BARBARA COUNTY JAIL,SANTA BARBARA,CALIFORNIA,1,SANTA BARBARA COUNTY JAIL,2010,622
2010,SANTA RITA JAIL,DUBLIN,CALIFORNIA,1,SANTA RITA JAIL,2010,1442
2010,SNOHOMISH COUNTY JAIL,EVERETT,WASHINGTON,1,SNOHOMISH COUNTY JAIL,2010,192
2010,SOUTH GATE POLICE DEPT.,SOUTH GATE,CALIFORNIA,1,SOUTH GATE POLICE DEPT.,2010,31
2010,SUFFOLK CO.CORREC FAC,RIVERHEAD,NEW YORK,1,SUFFOLK CO.CORREC FAC,2010,554
2010,TAYLOR COUNTY ADULT DET.,ABILENE,TEXAS,2,TAYLOR COUNTY ADULT DET.,2010,52
2010,U.S.P. LEE,PENNINGTON GAP,VIRGINIA,1,U.S.P. LEE,2010,74
2010,US MARSHALS WESTERN DISTRICT,CHARLOTTE,NORTH CAROLINA,1,US MARSHALS WESTERN DISTRICT,2010,50
2010,"US MARSHALS, COLORADO",DENVER,COLORADO,1,"US MARSHALS, COLORADO",2010,134
2010,"US MARSHALS,MARYLAND",BALTIMORE,MARYLAND,1,"US MARSHALS,MARYLAND",2010,28
2010,VENTURA COUNTY JAIL,VENTURA,CALIFORNIA,3,VENTURA COUNTY JAIL,2010,805
2010,WASECA FED.CORR.INST.,WASECA,MINNESOTA,1,WASECA FED.CORR.INST.,2010,102
2009,ANNE ARUNDEL CTY DET CNTR,ANNAPOLIS,MARYLAND,1,ANNE ARUNDEL CTY DET CNTR,2009,108
2009,ARAPAHOE COUNTY JAIL,CENTENNIAL,COLORADO,2,ARAPAHOE COUNTY JAIL,2009,70
2009,AURORA CITY JAIL,AURORA,COLORADO,4,AURORA CITY JAIL,2009,45
2009,BEXAR COUNTY JAIL,SAN ANTONIO,TEXAS,1,BEXAR COUNTY JAIL,2009,373
2009,BROWARD COUNTY JAIL,FORT LAUDERDALE,FLORIDA,2,BROWARD COUNTY JAIL,2009,553
2009,CALIFORNIA STATE PRISON,CORCORAN,CALIFORNIA,1,CALIFORNIA STATE PRISON,2009,194
2009,CLARK COUNTY DET.CENTER,LAS VEGAS,NEVADA,5,CLARK COUNTY DET.CENTER,2009,1454
2009,COOK COUNTY JAIL,CHICAGO,ILLINOIS,2,COOK COUNTY JAIL,2009,971
2009,DADE COUNTY CORRECTIONAL,MIAMI,FLORIDA,1,DADE COUNTY CORRECTIONAL,2009,1526
2009,"DOWNSTATE CF, FISHKILL",FISHKILL,NEW YORK,1,"DOWNSTATE CF, FISHKILL",2009,96
2009,FRANKLIN COUNTY JAIL,COLUMBUS,OHIO,1,FRANKLIN COUNTY JAIL,2009,188
2009,GANDERHILL,WILMINGTON,DELAWARE,1,GANDERHILL,2009,166
2009,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,2,GEORGIA DEPT OF CORRECTIO,2009,255
2009,GWINNETT COUNTY JAIL,LAWRENCEVILLE,GEORGIA,1,GWINNETT COUNTY JAIL,2009,1354
2009,"KENT CO.,GRAND RAPIDS,MI",GRAND RAPIDS,MICHIGAN,1,"KENT CO.,GRAND RAPIDS,MI",2009,50
2009,LANCASTER STATE PRISON,LANCASTER,CALIFORNIA,1,LANCASTER STATE PRISON,2009,239
2009,LEWISBURG U.S. PEN.,LEWISBURG,PENNSYLVANIA,1,LEWISBURG U.S. PEN.,2009,68
2009,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,2,LOS ANGELES COUNTY JAIL-TWIN TOWER,2009,1400
2009,"MCRAE CORRECTIONAL FACILITY, CCA",MCRAE,GEORGIA,1,"MCRAE CORRECTIONAL FACILITY, CCA",2009,470
2009,METROPOLITAN DETENTION CENTER,ALBUQUERQUE,NEW MEXICO,1,METROPOLITAN DETENTION CENTER,2009,396
2009,MILWAUKEE COUNTY JAIL,MILWAUKEE,WISCONSIN,1,MILWAUKEE COUNTY JAIL,2009,138
2009,MULTNOMAH COUNTY JAIL,PORTLAND,OREGON,1,MULTNOMAH COUNTY JAIL,2009,354
2009,NASSAU CO CORREC CENTER,EAST MEADOW,NEW YORK,1,NASSAU CO CORREC CENTER,2009,611
2009,NEW YORK MCC,NEW YORK,NEW YORK,1,NEW YORK MCC,2009,206
2009,OTHER-OTHER FACILITY,,,6,OTHER-OTHER FACILITY,2009,20207
2009,OZARK COUNTY JAIL,GAINESVILLE,MISSOURI,1,OZARK COUNTY JAIL,2009,1
2009,PUEBLO COUNTY JAIL,PUEBLO,COLORADO,1,PUEBLO COUNTY JAIL,2009,81
2009,QUEEN ANNE CO DET CENTER,CENTREVILLE,MARYLAND,1,QUEEN ANNE CO DET CENTER,2009,13
2009,REEVES COUNTY DET. CENTER,PECOS,TEXAS,1,REEVES COUNTY DET. CENTER,2009,1165
2009,REEVES COUNTY DET. CENTER III,PECOS,TEXAS,1,REEVES COUNTY DET. CENTER III,2009,571
2009,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NEW YORK,5,"RIKERS ISLAND, QUEENS, NY",2009,3266
2009,RJ DONOVAN CORREC FAC,SAN DIEGO,CALIFORNIA,1,RJ DONOVAN CORREC FAC,2009,121
2009,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,2,SAN DIEGO COUNTY JAIL,2009,837
2009,SOLANO CO. DET. FACILITY,FAIRFIELD,CALIFORNIA,1,SOLANO CO. DET. FACILITY,2009,210
2009,SUFFOLK CO.CORREC FAC,RIVERHEAD,NEW YORK,1,SUFFOLK CO.CORREC FAC,2009,697
2009,U.S.P. LEE,PENNINGTON GAP,VIRGINIA,1,U.S.P. LEE,2009,44
2009,US MARSHALS SERVICE,HAGATNA,GUAM,1,US MARSHALS SERVICE,2009,212
2009,"US MARSHALS, E.D. LA.",NEW ORLEANS,LOUISIANA,1,"US MARSHALS, E.D. LA.",2009,20
2009,"US MARSHALS, N.DIST.GA",ATLANTA,GEORGIA,1,"US MARSHALS, N.DIST.GA",2009,66
2009,"US MARSHALS,MID.DIST.FL",TAMPA,FLORIDA,1,"US MARSHALS,MID.DIST.FL",2009,62
2009,VARICK STREET SPC,NEW YORK,NEW YORK,2,VARICK STREET SPC,2009,113
2009,VENTURA COUNTY JAIL,VENTURA,CALIFORNIA,1,VENTURA COUNTY JAIL,2009,449
2009,WRIGHT CO. JAIL,BUFFALO,MINNESOTA,1,WRIGHT CO. JAIL,2009,4
2008,ARK. D.O.C.-NORTH CENTRAL,CALICO ROCK,ARKANSAS,1,ARK. D.O.C.-NORTH CENTRAL,2008,1
2008,ASPC ALHAMBRA,PHOENIX,ARIZONA,1,ASPC ALHAMBRA,2008,2295
2008,BROOKLYN MDC,BROOKLYN,NEW YORK,1,BROOKLYN MDC,2008,361
2008,CCF-LASSEN,SUSANVILLE,CALIFORNIA,1,CCF-LASSEN,2008,7
2008,CLARK COUNTY DET.CENTER,LAS VEGAS,NEVADA,1,CLARK COUNTY DET.CENTER,2008,364
2008,DENVER COUNTY JAIL,DENVER,COLORADO,1,DENVER COUNTY JAIL,2008,99
2008,"DOWNSTATE CF, FISHKILL",FISHKILL,NEW YORK,1,"DOWNSTATE CF, FISHKILL",2008,101
2008,FDC PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,1,FDC PHILADELPHIA,2008,89
2008,FL DEPT OF CORRECTIONS,TALLAHASSEE,FLORIDA,1,FL DEPT OF CORRECTIONS,2008,988
2008,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,1,FRESNO COUNTY JAIL,2008,1075
2008,GWINNETT COUNTY JAIL,LAWRENCEVILLE,GEORGIA,1,GWINNETT COUNTY JAIL,2008,144
2008,HENDERSON CO DET CENTER,HENDERSON,KENTUCKY,1,HENDERSON CO DET CENTER,2008,2
2008,JACKSON CO JAIL,MEDFORD,OREGON,1,JACKSON CO JAIL,2008,130
2008,LAS VEGAS CITY JAIL,LAS VEGAS,NEVADA,3,LAS VEGAS CITY JAIL,2008,354
2008,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,1,LOS ANGELES COUNTY JAIL-TWIN TOWER,2008,2715
2008,MARION CO JAIL,SALEM,OREGON,1,MARION CO JAIL,2008,584
2008,MIDDLESEX COUNTY-CAMBRIDGE,CAMBRIDGE,MASSACHUSETTS,1,MIDDLESEX COUNTY-CAMBRIDGE,2008,181
2008,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,1,"MONTGOMERY CNTY JAIL, PA",2008,235
2008,NASSAU CO CORREC CENTER,EAST MEADOW,NEW YORK,4,NASSAU CO CORREC CENTER,2008,804
2008,NEVADA COUNTY JAIL,NEVADA CITY,CALIFORNIA,1,NEVADA COUNTY JAIL,2008,60
2008,NO. KERN STATE PRISON,DELANO,CALIFORNIA,3,NO. KERN STATE PRISON,2008,1518
2008,NORTH LAS VEGAS,N LAS VEGAS,NEVADA,2,NORTH LAS VEGAS,2008,126
2008,ORANGE COUNTY JAIL,SANTA ANA,CALIFORNIA,1,ORANGE COUNTY JAIL,2008,1576
2008,OTHER-OTHER FACILITY,,,5,OTHER-OTHER FACILITY,2008,23278
2008,OTISVILLE FED.CORR.INST.,OTISVILLE,NEW YORK,1,OTISVILLE FED.CORR.INST.,2008,168
2008,PRINCE GEORGES CO DET CEN,UPPER MARLBORO,MARYLAND,1,PRINCE GEORGES CO DET CEN,2008,67
2008,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NEW YORK,9,"RIKERS ISLAND, QUEENS, NY",2008,4052
2008,SAN MATEO CO JAIL,REDWOOD CITY,CALIFORNIA,1,SAN MATEO CO JAIL,2008,1020
2008,SANTA BARBARA COUNTY JAIL,SANTA BARBARA,CALIFORNIA,1,SANTA BARBARA COUNTY JAIL,2008,230
2008,SANTA CLARA CO JAIL/MEN'S,MILPITAS,CALIFORNIA,1,SANTA CLARA CO JAIL/MEN'S,2008,1085
2008,SOUTH BAY DETENT FACILITY,CHULA VISTA,CALIFORNIA,1,SOUTH BAY DETENT FACILITY,2008,23
2008,SOUTHERN DESERT CORR CTR,INDIAN SPRINGS,NEVADA,5,SOUTHERN DESERT CORR CTR,2008,171
2008,SUFFOLK CO.CORREC FAC,RIVERHEAD,NEW YORK,4,SUFFOLK CO.CORREC FAC,2008,811
2008,SUFFOLK HOC SBAY,BOSTON,MASSACHUSETTS,1,SUFFOLK HOC SBAY,2008,196
2008,VENTURA CUSTODY CASE,CAMARRILLO,CALIFORNIA,1,VENTURA CUSTODY CASE,2008,79
2008,WASHOE COUNTY JAIL,RENO,NEVADA,1,WASHOE COUNTY JAIL,2008,366
2008,WORCESTER CO. JAIL,SNOW HILL,MARYLAND,1,WORCESTER CO. JAIL,2008,34
2007,DENVER JUSTICE CENTER,DENVER,COLORADO,1,DENVER JUSTICE CENTER,2007,60
2007,EL PASO COUNTY JAIL (CO),COLORADO SPRINGS,COLORADO,1,EL PASO COUNTY JAIL (CO),2007,73
2007,OTHER-OTHER FACILITY,,,1,OTHER-OTHER FACILITY,2007,2587
2007,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NEW YORK,6,"RIKERS ISLAND, QUEENS, NY",2007,863
2007,SOUTH BAY DETENT FACILITY,CHULA VISTA,CALIFORNIA,1,SOUTH BAY DETENT FACILITY,2007,2
2007,WASCO STATE PRISON,WASCO,CALIFORNIA,1,WASCO STATE PRISON,2007,155
